ID,Start time,Completion time,Email,Name,Gender,Level/Year,Age,Your cumulative average (GPA),Before COVID-19: Which of the following digital tools do you usually use?,After COVID-19: Which of the following digital tools do you usually use?,Before COVID-19: How much time do you spend using the digital tools in learning?,After COVID-19: How much time do you spend using the digital tools in learning?,"Before COVID-19: I always use digital tools (mobile, laptop, i-pad) in studying.","After COVID-19: I always use digital tools (mobile, laptop, i-pad) in studying.","Before COVID-19: When I use the mobile phone, tablet or laptop in e-learning, I cannot concentrate and I am distracted.","After COVID-19: When I use the mobile phone, tablet or laptop in e-learning, I cannot concentrate and I am distracted.",Before COVID-19: I have fixed hours for bedtime and wake-up. ,After COVID-19: I have fixed hours for bedtime and wake-up. ,"Before COVID-19: Prolonged use of digital tools for learning (mobile, laptop, i-pad) affected my sleeping habits.","After COVID-19: Prolonged use of digital tools for learning (mobile, laptop, i-pad) affected my sleeping habits.",Before COVID-19: Continuous exposure to electronic screens in online learning is tiring and exhausting,After COVID-19: Continuous exposure to electronic screens in online learning is tiring and exhausting,"The distance learning system, caused by the COVID-19 epidemic, resulted in social distancing.","Prolonged use of digital tools (mobile, laptop, i-pad) causes students’ isolation ",University learning contributes to strengthening the social personality of students.,Staying home for long periods of time leads to lethargy and laziness.,"Prolonged use of e-learning tools often leads to boredom, nervousness, and tension.",The psychological element is a key factor in the success of the educational process.,"Some students cannot afford buying all necessary digital tools, which is embarrassing and frustrating.",I don’t recommend continuing with the online learning model because it is socially and psychologically unhealthy.,"Measures of lockdown, closures, and quarantine, brought by COVID-19 caused stress, frustration, and depression.",Use of digital learning tools is responsible for my low academic performance.,"The volume of assignments via e-learning led to confusion, frustration and poor performance. ",Face-to-face interaction contributes significantly to boosting students’ academic achievement.,Taking quizzes and exams online from home was not comfortable and made me nervous.
270,6/12/20 23:26:31,6/12/20 23:29:49,anonymous,,Female,Third/Junior,18-24,70-79 / 2.5-299,Mobile phone,Laptop,3-6,6-9,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
271,6/12/20 23:27:30,6/12/20 23:30:12,anonymous,,Male,Other,18-24,60-69 / 2-2.49,Other,Mobile phone,1-3 ,6-9,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Uncertain,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree
272,6/12/20 23:24:36,6/12/20 23:30:44,anonymous,,Female,Second/ Sophomore,18-24,+90 / +3.5,Laptop,Mobile phone,1-3 ,1-3 ,Disagree,Uncertain,Uncertain,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,"Uncertain	","Agree	",Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
273,6/12/20 23:23:41,6/12/20 23:31:12,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Other,Laptop,1-3 ,6-9,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree
274,6/12/20 23:31:32,6/12/20 23:36:52,anonymous,,Female,First/Freshman,+30,+90 / +3.5,Other,Laptop,1-3 ,3-6,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Uncertain	",Strongly Agree,Strongly Agree,"Agree	",Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree
275,6/12/20 23:35:23,6/12/20 23:37:51,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,+12,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
276,6/12/20 23:35:16,6/12/20 23:39:27,anonymous,,Female,Second/ Sophomore,18-24,+90 / +3.5,Laptop,Mobile phone,6-9,9-12,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	","Uncertain	","Agree	",Uncertain,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree
277,6/12/20 23:35:00,6/12/20 23:39:38,anonymous,,Female,First/Freshman,18-24,80-89 / 3-3.49,Mobile phone,Laptop,1-3 ,6-9,Strongly Agree,Strongly Agree,Uncertain,Strongly Disagree,Uncertain,Strongly Agree,Strongly Agree,Agree,Uncertain,Strongly Agree,"Uncertain	","Uncertain	",Disagree,Strongly Disagree,Strongly Agree,Uncertain,Uncertain,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree
278,6/12/20 23:33:28,6/12/20 23:39:59,anonymous,,Female,First/Freshman,18-24,+90 / +3.5,Laptop,Laptop,3-6,9-12,Uncertain,Strongly Agree,Disagree,Uncertain,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Uncertain,Agree,Strongly Agree,Uncertain
279,6/12/20 23:39:48,6/12/20 23:44:18,anonymous,,Female,First/Freshman,18-24,70-79 / 2.5-299,Other,Other,1-3 ,1-3 ,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,"Uncertain	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
280,6/12/20 23:41:42,6/12/20 23:45:01,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,1-3 ,Agree,Strongly Agree,Uncertain,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Uncertain,Strongly Agree,"Uncertain	","Agree	",Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Agree,Agree,Uncertain,Agree,Agree,Strongly Agree,Strongly Agree
281,6/12/20 23:43:45,6/12/20 23:47:13,anonymous,,Female,Third/Junior,18-24,70-79 / 2.5-299,Laptop,Laptop,3-6,6-9,Uncertain,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
282,6/12/20 23:45:53,6/12/20 23:49:40,anonymous,,Female,Third/Junior,18-24,60-69 / 2-2.49,Mobile phone,Mobile phone,6-9,6-9,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Uncertain	","Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
283,6/12/20 23:47:12,6/12/20 23:51:24,anonymous,,Female,Second/ Sophomore,25-30,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,1-3 ,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Uncertain,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree
284,6/12/20 23:47:22,6/12/20 23:51:56,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Laptop,Laptop,1-3 ,3-6,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Uncertain
285,6/12/20 23:49:05,6/12/20 23:52:06,anonymous,,Female,Fourth/Senior,18-24,60-69 / 2-2.49,Mobile phone,I pad/ Tablet,3-6,6-9,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,"Uncertain	","Agree	","Agree	","Agree	",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
286,6/12/20 23:43:09,6/12/20 23:52:49,anonymous,,Female,Other,+30,70-79 / 2.5-299,Mobile phone,Laptop,3-6,9-12,Agree,Strongly Agree,Uncertain,Strongly Agree,Agree,Disagree,Uncertain,Strongly Agree,Uncertain,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain
287,6/12/20 23:51:07,6/12/20 23:53:44,anonymous,,Female,First/Freshman,18-24,+90 / +3.5,Mobile phone,Mobile phone,6-9,6-9,Agree,Strongly Agree,Uncertain,Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Uncertain,Agree,Uncertain,Agree
288,6/12/20 23:50:58,6/12/20 23:53:44,anonymous,,Female,First/Freshman,18-24,60-69 / 2-2.49,Mobile phone,Laptop,3-6,6-9,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
289,6/12/20 23:46:24,6/12/20 23:55:30,anonymous,,Female,Fourth/Senior,25-30,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
290,6/12/20 23:58:44,6/13/20 0:02:11,anonymous,,Male,Third/Junior,18-24,70-79 / 2.5-299,Personal Computer,Personal Computer,1-3 ,9-12,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Disagree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Agree
291,6/12/20 23:53:37,6/13/20 0:05:37,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,6-9,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree
292,6/13/20 0:03:19,6/13/20 0:06:49,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Disagree,Uncertain,Agree,Uncertain,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
293,6/13/20 0:03:28,6/13/20 0:08:52,anonymous,,Male,Other,25-30,60-69 / 2-2.49,Mobile phone,Mobile phone,1-3 ,3-6,Uncertain,Strongly Agree,Uncertain,Strongly Agree,Uncertain,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Uncertain
294,6/13/20 0:10:18,6/13/20 0:13:03,anonymous,,Male,Third/Junior,18-24,+90 / +3.5,Mobile phone,Laptop,1-3 ,6-9,Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
295,6/13/20 0:08:25,6/13/20 0:13:32,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Mobile phone,Laptop,3-6,9-12,Uncertain,Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Uncertain,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree
296,6/13/20 0:10:49,6/13/20 0:13:58,anonymous,,Female,Third/Junior,18-24,60-69 / 2-2.49,Mobile phone,Mobile phone,6-9,9-12,Agree,Strongly Agree,Uncertain,Strongly Agree,Agree,Disagree,Uncertain,Agree,Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree
297,6/13/20 0:13:10,6/13/20 0:15:00,anonymous,,Male,Third/Junior,18-24,80-89 / 3-3.49,Mobile phone,Laptop,1-3 ,6-9,Uncertain,Strongly Agree,Uncertain,Strongly Agree,Agree,Strongly Disagree,Uncertain,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree
298,6/13/20 0:14:59,6/13/20 0:17:34,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Other,Laptop,1-3 ,3-6,Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
299,6/13/20 0:14:18,6/13/20 0:20:25,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Laptop,Laptop,3-6,6-9,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Uncertain,Disagree,Disagree,Disagree,"Uncertain	","Uncertain	",Uncertain,Agree,Agree,Disagree,Uncertain,Disagree,Disagree,Uncertain,Disagree
300,6/13/20 0:17:20,6/13/20 0:20:52,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Laptop,3-6,1-3 ,Uncertain,Uncertain,Agree,Agree,Uncertain,Uncertain,Uncertain,Agree,Uncertain,Agree,"Agree	","Uncertain	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree
301,6/13/20 0:17:42,6/13/20 0:20:54,anonymous,,Male,Third/Junior,18-24,60-69 / 2-2.49,Mobile phone,Laptop,1-3 ,9-12,Uncertain,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Uncertain,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	",Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
302,6/13/20 0:16:21,6/13/20 0:21:52,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Laptop,1-3 ,6-9,Uncertain,Strongly Agree,Uncertain,Disagree,Agree,Disagree,Uncertain,Strongly Agree,Uncertain,Agree,Strongly Agree,"Uncertain	","Agree	","Agree	",Uncertain,Agree,Strongly Agree,Disagree,Agree,Uncertain,Agree,Agree,Disagree
303,6/13/20 0:20:09,6/13/20 0:25:40,anonymous,,Female,Other,25-30,70-79 / 2.5-299,Laptop,Mobile phone,1-3 ,1-3 ,Agree,Agree,Disagree,Disagree,Uncertain,Uncertain,Disagree,Disagree,Agree,Agree,"Agree	",Strongly Agree,"Agree	",Strongly Agree,Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Agree,Uncertain,Agree,Uncertain
304,6/13/20 0:23:06,6/13/20 0:25:49,anonymous,,Female,Fourth/Senior,25-30,+90 / +3.5,Mobile phone,Mobile phone,3-6,9-12,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Uncertain	","Agree	",Strongly Agree,Strongly Disagree,Uncertain,Strongly Agree,Strongly Agree,Agree,Disagree,Uncertain,Agree,Strongly Agree,Uncertain
305,6/12/20 20:57:09,6/13/20 0:26:55,anonymous,,Female,Third/Junior,+30,+90 / +3.5,Mobile phone,Laptop,1-3 ,9-12,Strongly Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree
306,6/13/20 0:28:18,6/13/20 0:31:47,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,1-3 ,Agree,Agree,Uncertain,Uncertain,Uncertain,Uncertain,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,"Agree	","Uncertain	",Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Uncertain,Uncertain,Agree,Uncertain
307,6/13/20 0:37:09,6/13/20 0:46:08,anonymous,,Female,Third/Junior,18-24,60-69 / 2-2.49,Mobile phone,Laptop,3-6,3-6,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"Agree	",Strongly Disagree,Strongly Disagree,"Uncertain	",Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
308,6/13/20 0:48:00,6/13/20 0:50:42,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
309,6/13/20 0:46:14,6/13/20 0:51:16,anonymous,,Female,First/Freshman,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,3-6,6-9,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Uncertain
310,6/13/20 0:49:11,6/13/20 0:51:26,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Laptop,1-3 ,3-6,Uncertain,Strongly Agree,Uncertain,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,"Agree	",Strongly Agree,"Uncertain	","Agree	",Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree
311,6/13/20 0:46:54,6/13/20 0:51:46,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,1-3 ,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Uncertain,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
312,6/13/20 0:48:50,6/13/20 0:52:11,anonymous,,Male,Third/Junior,18-24,60-69 / 2-2.49,Laptop,Laptop,1-3 ,1-3 ,Strongly Agree,Uncertain,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,"Agree	","Uncertain	","Agree	",Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree
313,6/13/20 0:55:54,6/13/20 0:59:32,anonymous,,Female,First/Freshman,18-24,80-89 / 3-3.49,Mobile phone,Laptop,1-3 ,3-6,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Uncertain,Uncertain,Strongly Agree,Agree,Strongly Agree,"Uncertain	",Strongly Agree,"Uncertain	",Agree,Agree,Agree,Strongly Agree,Uncertain,Uncertain,Disagree,Strongly Agree,Uncertain
314,6/13/20 0:56:53,6/13/20 1:00:07,anonymous,,Female,Other,18-24,80-89 / 3-3.49,Laptop,Mobile phone,3-6,6-9,Agree,Strongly Agree,Uncertain,Disagree,Agree,Agree,Uncertain,Agree,Agree,Agree,"Agree	",Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Uncertain,Agree,Agree,Uncertain
315,6/13/20 0:58:11,6/13/20 1:01:53,anonymous,,Female,Third/Junior,18-24,70-79 / 2.5-299,Laptop,Laptop,1-3 ,3-6,Uncertain,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Uncertain,Strongly Agree,Uncertain,Strongly Agree,"Agree	","Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
316,6/13/20 1:02:29,6/13/20 1:06:31,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Laptop,3-6,9-12,Agree,Strongly Agree,Uncertain,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Uncertain	",Uncertain,Agree,Strongly Agree,Agree,Agree,Uncertain,Disagree,Agree,Disagree
317,6/13/20 1:01:37,6/13/20 1:07:57,anonymous,,Female,First/Freshman,+30,70-79 / 2.5-299,Mobile phone,Laptop,9-12,+12,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Uncertain,Agree
318,6/13/20 1:03:29,6/13/20 1:08:51,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,3-6,Uncertain,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Uncertain	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
319,6/13/20 1:06:33,6/13/20 1:10:02,anonymous,,Male,Fourth/Senior,25-30,70-79 / 2.5-299,Mobile phone,Laptop,1-3 ,+12,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Uncertain,Disagree
320,6/13/20 1:10:25,6/13/20 1:15:45,anonymous,,Female,First/Freshman,18-24,80-89 / 3-3.49,I pad/ Tablet,Mobile phone,1-3 ,9-12,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Uncertain,Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
321,6/13/20 1:09:33,6/13/20 1:16:00,anonymous,,Female,First/Freshman,25-30,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Agree,"Agree	","Agree	",Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree
322,6/13/20 1:21:13,6/13/20 1:23:34,anonymous,,Male,Fourth/Senior,18-24,80-89 / 3-3.49,Laptop,Laptop,6-9,9-12,Agree,Agree,Uncertain,Agree,Uncertain,Uncertain,Agree,Agree,Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	","Agree	",Agree,Agree,Uncertain,Uncertain,Agree,Uncertain,Agree,Agree,Strongly Disagree
323,6/13/20 1:18:56,6/13/20 1:23:55,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Uncertain,Disagree,Disagree,Agree,Strongly Agree,Disagree,"Agree	",Disagree,"Uncertain	",Uncertain,Agree,Agree,Uncertain,Uncertain,Agree,Disagree,Agree,Uncertain
324,6/13/20 1:23:37,6/13/20 1:27:38,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Laptop,Laptop,3-6,6-9,Uncertain,Strongly Agree,Agree,Strongly Agree,Agree,Uncertain,Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
325,6/13/20 1:28:20,6/13/20 1:31:36,anonymous,,Female,Third/Junior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,6-9,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
